id,package,file,name,qualifiedname,comment,parameters_num,category,summary
676,server,,close,server.close,"<p>See <a href=""http.html#serverclosecallback""><code>server.close()</code></a> in the <code>node:http</code> module.</p>",1,Others,
677,server[Symbol,,[Symbol.asyncDispose],server[Symbol.asyncDispose],"<p>Calls <a href=""https.html#serverclosecallback""><code>server.close()</code></a> and returns a promise that
fulfills when the server has closed.</p>",0,,
678,server,,closeAllConnections,server.closeAllConnections,"<p>See <a href=""http.html#servercloseallconnections""><code>server.closeAllConnections()</code></a> in the <code>node:http</code> module.</p>",0,Others,
679,server,,closeIdleConnections,server.closeIdleConnections,"<p>See <a href=""http.html#servercloseidleconnections""><code>server.closeIdleConnections()</code></a> in the <code>node:http</code> module.</p>",0,Others,
680,server,,listen,server.listen,"<p>Starts the HTTPS server listening for encrypted connections.
This method is identical to <a href=""net.html#serverlisten""><code>server.listen()</code></a> from <a href=""net.html#class-netserver""><code>net.Server</code></a>.</p>",0,27,
681,server,,setTimeout,server.setTimeout,"<p>See <a href=""http.html#serversettimeoutmsecs-callback""><code>server.setTimeout()</code></a> in the <code>node:http</code> module.</p>",2,Others,
682,session,,connect,session.connect,<p>Connects a session to the inspector back-end.</p>,0,,
683,session,,connectToMainThread,session.connectToMainThread,"<p>Connects a session to the main thread inspector back-end. An exception will
be thrown if this API was not called on a Worker thread.</p>",0,,
684,session,,disconnect,session.disconnect,"<p>Immediately close the session. All pending message callbacks will be called
with an error. <a href=""inspector.html#sessionconnect""><code>session.connect()</code></a> will need to be called to be able to send
messages again. Reconnected session will lose all inspector state, such as
enabled agents or configured breakpoints.</p>",0,,
685,session,,post,session.post,"<p>Posts a message to the inspector back-end.</p>
<pre><code class=""language-mjs"">import { Session } from 'node:inspector/promises';
try {
  const session = new Session();
  session.connect();
  const result = await session.post('Runtime.evaluate', { expression: '2 + 2' });
  console.log(result);
} catch (error) {
  console.error(error);
}
// Output: { result: { type: 'number', value: 4, description: '4' } }
</code></pre>
<p>The latest version of the V8 inspector protocol is published on the
<a href=""https://chromedevtools.github.io/devtools-protocol/v8/"">Chrome DevTools Protocol Viewer</a>.</p>
<p>Node.js inspector supports all the Chrome DevTools Protocol domains declared
by V8. Chrome DevTools Protocol domain provides an interface for interacting
with one of the runtime agents used to inspect the application state and listen
to the run-time events.</p>
<h4>Example usage</h4>
<p>Apart from the debugger, various V8 Profilers are available through the DevTools
protocol.</p>",2,,
686,session,,connect,session.connect,<p>Connects a session to the inspector back-end.</p>,0,,
687,session,,connectToMainThread,session.connectToMainThread,"<p>Connects a session to the main thread inspector back-end. An exception will
be thrown if this API was not called on a Worker thread.</p>",0,,
688,session,,disconnect,session.disconnect,"<p>Immediately close the session. All pending message callbacks will be called
with an error. <a href=""inspector.html#sessionconnect""><code>session.connect()</code></a> will need to be called to be able to send
messages again. Reconnected session will lose all inspector state, such as
enabled agents or configured breakpoints.</p>",0,,
689,session,,post,session.post,"<p>Posts a message to the inspector back-end. <code>callback</code> will be notified when
a response is received. <code>callback</code> is a function that accepts two optional
arguments: error and message-specific result.</p>
<pre><code class=""language-js"">session.post('Runtime.evaluate', { expression: '2 + 2' },
             (error, { result }) => console.log(result));
// Output: { type: 'number', value: 4, description: '4' }
</code></pre>
<p>The latest version of the V8 inspector protocol is published on the
<a href=""https://chromedevtools.github.io/devtools-protocol/v8/"">Chrome DevTools Protocol Viewer</a>.</p>
<p>Node.js inspector supports all the Chrome DevTools Protocol domains declared
by V8. Chrome DevTools Protocol domain provides an interface for interacting
with one of the runtime agents used to inspect the application state and listen
to the run-time events.</p>
<p>You can not set <code>reportProgress</code> to <code>true</code> when sending a
<code>HeapProfiler.takeHeapSnapshot</code> or <code>HeapProfiler.stopTrackingHeapObjects</code>
command to V8.</p>
<h4>Example usage</h4>
<p>Apart from the debugger, various V8 Profilers are available through the DevTools
protocol.</p>",3,,
690,inspector,,close,inspector.close,"<p>Attempts to close all remaining connections, blocking the event loop until all
are closed. Once all connections are closed, deactivates the inspector.</p>",0,,
691,inspector,,open,inspector.open,"<p>Activate inspector on host and port. Equivalent to
<code>node --inspect=[[host:]port]</code>, but can be done programmatically after node has
started.</p>
<p>If wait is <code>true</code>, will block until a client has connected to the inspect port
and flow control has been passed to the debugger client.</p>
<p>See the <a href=""cli.html#warning-binding-inspector-to-a-public-ipport-combination-is-insecure"">security warning</a> regarding the <code>host</code>
parameter usage.</p>",3,28,
692,inspector,,url,inspector.url,"<p>Return the URL of the active inspector, or <code>undefined</code> if there is none.</p>
<pre><code class=""language-console"">$ node --inspect -p 'inspector.url()'
Debugger listening on ws://127.0.0.1:9229/166e272e-7a30-4d09-97ce-f1c012b43c34
For help, see: https://nodejs.org/en/docs/inspector
ws://127.0.0.1:9229/166e272e-7a30-4d09-97ce-f1c012b43c34

$ node --inspect=localhost:3000 -p 'inspector.url()'
Debugger listening on ws://localhost:3000/51cf8d0e-3c36-4c59-8efd-54519839e56a
For help, see: https://nodejs.org/en/docs/inspector
ws://localhost:3000/51cf8d0e-3c36-4c59-8efd-54519839e56a

$ node -p 'inspector.url()'
undefined
</code></pre>",0,,
693,inspector,,waitForDebugger,inspector.waitForDebugger,"<p>Blocks until a client (existing or connected later) has sent
<code>Runtime.runIfWaitingForDebugger</code> command.</p>
<p>An exception will be thrown if there is no active inspector.</p>",0,,
694,module,,createRequire,module.createRequire,"<pre><code class=""language-mjs"">import { createRequire } from 'node:module';
const require = createRequire(import.meta.url);

// sibling-module.js is a CommonJS module.
const siblingModule = require('./sibling-module');
</code></pre>",1,Others,
695,module,,isBuiltin,module.isBuiltin,"<pre><code class=""language-mjs"">import { isBuiltin } from 'node:module';
isBuiltin('node:fs'); // true
isBuiltin('fs'); // true
isBuiltin('wss'); // false
</code></pre>",1,Others,
696,module,,register,module.register,"<p>Register a module that exports <a href=""module.html#customization-hooks"">hooks</a> that customize Node.js module
resolution and loading behavior. See <a href=""module.html#customization-hooks"">Customization hooks</a>.</p>",3,,
697,module,,syncBuiltinESMExports,module.syncBuiltinESMExports,"<p>The <code>module.syncBuiltinESMExports()</code> method updates all the live bindings for
builtin <a href=""esm.html"">ES Modules</a> to match the properties of the <a href=""modules.html"">CommonJS</a> exports. It
does not add or remove exported names from the <a href=""esm.html"">ES Modules</a>.</p>
<pre><code class=""language-js"">const fs = require('node:fs');
const assert = require('node:assert');
const { syncBuiltinESMExports } = require('node:module');

fs.readFile = newAPI;

delete fs.readFileSync;

function newAPI() {
  // ...
}

fs.newAPI = newAPI;

syncBuiltinESMExports();

import('node:fs').then((esmFS) => {
  // It syncs the existing readFile property with the new value
  assert.strictEqual(esmFS.readFile, newAPI);
  // readFileSync has been deleted from the required fs
  assert.strictEqual('readFileSync' in fs, false);
  // syncBuiltinESMExports() does not remove readFileSync from esmFS
  assert.strictEqual('readFileSync' in esmFS, true);
  // syncBuiltinESMExports() does not add names
  assert.strictEqual(esmFS.newAPI, undefined);
});
</code></pre>
<p><i id=""module_customization_hooks""></i></p>",0,,
698,module,,findSourceMap,module.findSourceMap,"<p><code>path</code> is the resolved path for the file for which a corresponding source map
should be fetched.</p>",1,,
699,sourceMap,,findEntry,sourceMap.findEntry,"<p>Given a line offset and column offset in the generated source
file, returns an object representing the SourceMap range in the
original file if found, or an empty object if not.</p>
<p>The object returned contains the following keys:</p>
<ul>
<li>generatedLine: <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#Number_type"" class=""type"">&lt;number&gt;</a> The line offset of the start of the
range in the generated source</li>
<li>generatedColumn: <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#Number_type"" class=""type"">&lt;number&gt;</a> The column offset of start of the
range in the generated source</li>
<li>originalSource: <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#String_type"" class=""type"">&lt;string&gt;</a> The file name of the original source,
as reported in the SourceMap</li>
<li>originalLine: <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#Number_type"" class=""type"">&lt;number&gt;</a> The line offset of the start of the
range in the original source</li>
<li>originalColumn: <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#Number_type"" class=""type"">&lt;number&gt;</a> The column offset of start of the
range in the original source</li>
<li>name: <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#String_type"" class=""type"">&lt;string&gt;</a></li>
</ul>
<p>The returned value represents the raw range as it appears in the
SourceMap, based on zero-indexed offsets, <em>not</em> 1-indexed line and
column numbers as they appear in Error messages and CallSite
objects.</p>
<p>To get the corresponding 1-indexed line and column numbers from a
lineNumber and columnNumber as they are reported by Error stacks
and CallSite objects, use <code>sourceMap.findOrigin(lineNumber, columnNumber)</code></p>",2,,
700,sourceMap,,findOrigin,sourceMap.findOrigin,"<p>Given a 1-indexed lineNumber and columnNumber from a call site in
the generated source, find the corresponding call site location
in the original source.</p>
<p>If the lineNumber and columnNumber provided are not found in any
source map, then an empty object is returned.  Otherwise, the
returned object contains the following keys:</p>
<ul>
<li>name: <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#String_type"" class=""type"">&lt;string&gt;</a> | <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#Undefined_type"" class=""type"">&lt;undefined&gt;</a> The name of the range in the
source map, if one was provided</li>
<li>fileName: <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#String_type"" class=""type"">&lt;string&gt;</a> The file name of the original source, as
reported in the SourceMap</li>
<li>lineNumber: <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#Number_type"" class=""type"">&lt;number&gt;</a> The 1-indexed lineNumber of the
corresponding call site in the original source</li>
<li>columnNumber: <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#Number_type"" class=""type"">&lt;number&gt;</a> The 1-indexed columnNumber of the
corresponding call site in the original source</li>
</ul>",2,,
701,net,,connect,net.connect,"<p>Aliases to
<a href=""net.html#netcreateconnection""><code>net.createConnection()</code></a>.</p>
<p>Possible signatures:</p>
<ul>
<li><a href=""net.html#netconnectoptions-connectlistener""><code>net.connect(options[, connectListener])</code></a></li>
<li><a href=""net.html#netconnectpath-connectlistener""><code>net.connect(path[, connectListener])</code></a> for <a href=""net.html#ipc-support"">IPC</a>
connections.</li>
<li><a href=""net.html#netconnectport-host-connectlistener""><code>net.connect(port[, host][, connectListener])</code></a>
for TCP connections.</li>
</ul>",0,22,
702,net,,createConnection,net.createConnection,"<p>A factory function, which creates a new <a href=""net.html#class-netsocket""><code>net.Socket</code></a>,
immediately initiates connection with <a href=""net.html#socketconnect""><code>socket.connect()</code></a>,
then returns the <code>net.Socket</code> that starts the connection.</p>
<p>When the connection is established, a <a href=""net.html#event-connect""><code>'connect'</code></a> event will be emitted
on the returned socket. The last parameter <code>connectListener</code>, if supplied,
will be added as a listener for the <a href=""net.html#event-connect""><code>'connect'</code></a> event <strong>once</strong>.</p>
<p>Possible signatures:</p>
<ul>
<li><a href=""net.html#netcreateconnectionoptions-connectlistener""><code>net.createConnection(options[, connectListener])</code></a></li>
<li><a href=""net.html#netcreateconnectionpath-connectlistener""><code>net.createConnection(path[, connectListener])</code></a>
for <a href=""net.html#ipc-support"">IPC</a> connections.</li>
<li><a href=""net.html#netcreateconnectionport-host-connectlistener""><code>net.createConnection(port[, host][, connectListener])</code></a>
for TCP connections.</li>
</ul>
<p>The <a href=""net.html#netconnect""><code>net.connect()</code></a> function is an alias to this function.</p>",0,22,
703,net,,createServer,net.createServer,"<p>Creates a new TCP or <a href=""net.html#ipc-support"">IPC</a> server.</p>
<p>If <code>allowHalfOpen</code> is set to <code>true</code>, when the other end of the socket
signals the end of transmission, the server will only send back the end of
transmission when <a href=""net.html#socketenddata-encoding-callback""><code>socket.end()</code></a> is explicitly called. For example, in the
context of TCP, when a FIN packed is received, a FIN packed is sent
back only when <a href=""net.html#socketenddata-encoding-callback""><code>socket.end()</code></a> is explicitly called. Until then the
connection is half-closed (non-readable but still writable). See <a href=""net.html#event-end""><code>'end'</code></a>
event and <a href=""https://tools.ietf.org/html/rfc1122"">RFC 1122</a> (section 4.2.2.13) for more information.</p>
<p>If <code>pauseOnConnect</code> is set to <code>true</code>, then the socket associated with each
incoming connection will be paused, and no data will be read from its handle.
This allows connections to be passed between processes without any data being
read by the original process. To begin reading data from a paused socket, call
<a href=""net.html#socketresume""><code>socket.resume()</code></a>.</p>
<p>The server can be a TCP server or an <a href=""net.html#ipc-support"">IPC</a> server, depending on what it
<a href=""net.html#serverlisten""><code>listen()</code></a> to.</p>
<p>Here is an example of a TCP echo server which listens for connections
on port 8124:</p>
<pre><code class=""language-js"">const net = require('node:net');
const server = net.createServer((c) => {
  // 'connection' listener.
  console.log('client connected');
  c.on('end', () => {
    console.log('client disconnected');
  });
  c.write('hello\r\n');
  c.pipe(c);
});
server.on('error', (err) => {
  throw err;
});
server.listen(8124, () => {
  console.log('server bound');
});
</code></pre>
<p>Test this by using <code>telnet</code>:</p>
<pre><code class=""language-bash"">telnet localhost 8124
</code></pre>
<p>To listen on the socket <code>/tmp/echo.sock</code>:</p>
<pre><code class=""language-js"">server.listen('/tmp/echo.sock', () => {
  console.log('server bound');
});
</code></pre>
<p>Use <code>nc</code> to connect to a Unix domain socket server:</p>
<pre><code class=""language-bash"">nc -U /tmp/echo.sock
</code></pre>",2,22,
704,net,,getDefaultAutoSelectFamily,net.getDefaultAutoSelectFamily,"<p>Gets the current default value of the <code>autoSelectFamily</code> option of <a href=""net.html#socketconnectoptions-connectlistener""><code>socket.connect(options)</code></a>.
The initial default value is <code>true</code>, unless the command line option
<code>--no-network-family-autoselection</code> is provided.</p>
<ul>
<li>Returns: <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#Boolean_type"" class=""type"">&lt;boolean&gt;</a> The current default value of the <code>autoSelectFamily</code> option.</li>
</ul>",0,Others,
705,net,,setDefaultAutoSelectFamily,net.setDefaultAutoSelectFamily,"<p>Sets the default value of the <code>autoSelectFamily</code> option of <a href=""net.html#socketconnectoptions-connectlistener""><code>socket.connect(options)</code></a>.</p>
<ul>
<li><code>value</code> <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#Boolean_type"" class=""type"">&lt;boolean&gt;</a> The new default value. The initial default value is <code>false</code>.</li>
</ul>",0,Others,
706,net,,getDefaultAutoSelectFamilyAttemptTimeout,net.getDefaultAutoSelectFamilyAttemptTimeout,"<p>Gets the current default value of the <code>autoSelectFamilyAttemptTimeout</code> option of <a href=""net.html#socketconnectoptions-connectlistener""><code>socket.connect(options)</code></a>.
The initial default value is <code>250</code>.</p>
<ul>
<li>Returns: <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#Number_type"" class=""type"">&lt;number&gt;</a> The current default value of the <code>autoSelectFamilyAttemptTimeout</code> option.</li>
</ul>",0,Others,
707,net,,setDefaultAutoSelectFamilyAttemptTimeout,net.setDefaultAutoSelectFamilyAttemptTimeout,"<p>Sets the default value of the <code>autoSelectFamilyAttemptTimeout</code> option of <a href=""net.html#socketconnectoptions-connectlistener""><code>socket.connect(options)</code></a>.</p>
<ul>
<li><code>value</code> <a href=""https://developer.mozilla.org/en-US/docs/Web/JavaScript/Data_structures#Number_type"" class=""type"">&lt;number&gt;</a> The new default value, which must be a positive number. If the number is less than <code>10</code>,
the value <code>10</code> is used instead. The initial default value is <code>250</code>.</li>
</ul>",0,Others,
708,net,,isIP,net.isIP,"<p>Returns <code>6</code> if <code>input</code> is an IPv6 address. Returns <code>4</code> if <code>input</code> is an IPv4
address in <a href=""https://en.wikipedia.org/wiki/Dot-decimal_notation"">dot-decimal notation</a> with no leading zeroes. Otherwise, returns
<code>0</code>.</p>
<pre><code class=""language-js"">net.isIP('::1'); // returns 6
net.isIP('127.0.0.1'); // returns 4
net.isIP('127.000.000.001'); // returns 0
net.isIP('127.0.0.1/24'); // returns 0
net.isIP('fhqwhgads'); // returns 0
</code></pre>",1,Others,
709,net,,isIPv4,net.isIPv4,"<p>Returns <code>true</code> if <code>input</code> is an IPv4 address in <a href=""https://en.wikipedia.org/wiki/Dot-decimal_notation"">dot-decimal notation</a> with no
leading zeroes. Otherwise, returns <code>false</code>.</p>
<pre><code class=""language-js"">net.isIPv4('127.0.0.1'); // returns true
net.isIPv4('127.000.000.001'); // returns false
net.isIPv4('127.0.0.1/24'); // returns false
net.isIPv4('fhqwhgads'); // returns false
</code></pre>",1,Others,
710,net,,isIPv6,net.isIPv6,"<p>Returns <code>true</code> if <code>input</code> is an IPv6 address. Otherwise, returns <code>false</code>.</p>
<pre><code class=""language-js"">net.isIPv6('::1'); // returns true
net.isIPv6('fhqwhgads'); // returns false
</code></pre>",1,Others,
711,blockList,,addAddress,blockList.addAddress,<p>Adds a rule to block the given IP address.</p>,2,,
712,blockList,,addRange,blockList.addRange,"<p>Adds a rule to block a range of IP addresses from <code>start</code> (inclusive) to
<code>end</code> (inclusive).</p>",3,,
713,blockList,,addSubnet,blockList.addSubnet,<p>Adds a rule to block a range of IP addresses specified as a subnet mask.</p>,3,,
714,blockList,,check,blockList.check,"<p>Returns <code>true</code> if the given IP address matches any of the rules added to the
<code>BlockList</code>.</p>
<pre><code class=""language-js"">const blockList = new net.BlockList();
blockList.addAddress('123.123.123.123');
blockList.addRange('10.0.0.1', '10.0.0.10');
blockList.addSubnet('8592:757c:efae:4e45::', 64, 'ipv6');

console.log(blockList.check('123.123.123.123'));  // Prints: true
console.log(blockList.check('10.0.0.3'));  // Prints: true
console.log(blockList.check('222.111.111.222'));  // Prints: false

// IPv6 notation for IPv4 addresses works:
console.log(blockList.check('::ffff:7b7b:7b7b', 'ipv6')); // Prints: true
console.log(blockList.check('::ffff:123.123.123.123', 'ipv6')); // Prints: true
</code></pre>",2,,
715,server,,address,server.address,"<p>Returns the bound <code>address</code>, the address <code>family</code> name, and <code>port</code> of the server
as reported by the operating system if listening on an IP socket
(useful to find which port was assigned when getting an OS-assigned address):
<code>{ port: 12346, family: 'IPv4', address: '127.0.0.1' }</code>.</p>
<p>For a server listening on a pipe or Unix domain socket, the name is returned
as a string.</p>
<pre><code class=""language-js"">const server = net.createServer((socket) => {
  socket.end('goodbye\n');
}).on('error', (err) => {
  // Handle errors here.
  throw err;
});

// Grab an arbitrary unused port.
server.listen(() => {
  console.log('opened server on', server.address());
});
</code></pre>
<p><code>server.address()</code> returns <code>null</code> before the <code>'listening'</code> event has been
emitted or after calling <code>server.close()</code>.</p>",0,Others,
716,server,,close,server.close,"<p>Stops the server from accepting new connections and keeps existing
connections. This function is asynchronous, the server is finally closed
when all connections are ended and the server emits a <a href=""net.html#event-close""><code>'close'</code></a> event.
The optional <code>callback</code> will be called once the <code>'close'</code> event occurs. Unlike
that event, it will be called with an <code>Error</code> as its only argument if the server
was not open when it was closed.</p>",1,Others,
717,server[Symbol,,[Symbol.asyncDispose],server[Symbol.asyncDispose],"<p>Calls <a href=""net.html#serverclosecallback""><code>server.close()</code></a> and returns a promise that fulfills when the
server has closed.</p>",0,,
718,server,,getConnections,server.getConnections,"<p>Asynchronously get the number of concurrent connections on the server. Works
when sockets were sent to forks.</p>
<p>Callback should take two arguments <code>err</code> and <code>count</code>.</p>",1,Others,
719,server,,listen,server.listen,"<p>Start a server listening for connections. A <code>net.Server</code> can be a TCP or
an <a href=""net.html#ipc-support"">IPC</a> server depending on what it listens to.</p>
<p>Possible signatures:</p>
<ul>
<li><a href=""net.html#serverlistenhandle-backlog-callback""><code>server.listen(handle[, backlog][, callback])</code></a></li>
<li><a href=""net.html#serverlistenoptions-callback""><code>server.listen(options[, callback])</code></a></li>
<li><a href=""net.html#serverlistenpath-backlog-callback""><code>server.listen(path[, backlog][, callback])</code></a>
for <a href=""net.html#ipc-support"">IPC</a> servers</li>
<li><a href=""net.html#serverlistenport-host-backlog-callback""><code>server.listen([port[, host[, backlog]]][, callback])</code></a>
for TCP servers</li>
</ul>
<p>This function is asynchronous. When the server starts listening, the
<a href=""net.html#event-listening""><code>'listening'</code></a> event will be emitted. The last parameter <code>callback</code>
will be added as a listener for the <a href=""net.html#event-listening""><code>'listening'</code></a> event.</p>
<p>All <code>listen()</code> methods can take a <code>backlog</code> parameter to specify the maximum
length of the queue of pending connections. The actual length will be determined
by the OS through sysctl settings such as <code>tcp_max_syn_backlog</code> and <code>somaxconn</code>
on Linux. The default value of this parameter is 511 (not 512).</p>
<p>All <a href=""net.html#class-netsocket""><code>net.Socket</code></a> are set to <code>SO_REUSEADDR</code> (see <a href=""https://man7.org/linux/man-pages/man7/socket.7.html""><code>socket(7)</code></a> for
details).</p>
<p>The <code>server.listen()</code> method can be called again if and only if there was an
error during the first <code>server.listen()</code> call or <code>server.close()</code> has been
called. Otherwise, an <code>ERR_SERVER_ALREADY_LISTEN</code> error will be thrown.</p>
<p>One of the most common errors raised when listening is <code>EADDRINUSE</code>.
This happens when another server is already listening on the requested
<code>port</code>/<code>path</code>/<code>handle</code>. One way to handle this would be to retry
after a certain amount of time:</p>
<pre><code class=""language-js"">server.on('error', (e) => {
  if (e.code === 'EADDRINUSE') {
    console.error('Address in use, retrying...');
    setTimeout(() => {
      server.close();
      server.listen(PORT, HOST);
    }, 1000);
  }
});
</code></pre>",0,27,
720,server,,ref,server.ref,"<p>Opposite of <code>unref()</code>, calling <code>ref()</code> on a previously <code>unref</code>ed server will
<em>not</em> let the program exit if it's the only server left (the default behavior).
If the server is <code>ref</code>ed calling <code>ref()</code> again will have no effect.</p>",0,Others,
721,server,,unref,server.unref,"<p>Calling <code>unref()</code> on a server will allow the program to exit if this is the only
active server in the event system. If the server is already <code>unref</code>ed calling
<code>unref()</code> again will have no effect.</p>",0,Others,
722,socket,,address,socket.address,"<p>Returns the bound <code>address</code>, the address <code>family</code> name and <code>port</code> of the
socket as reported by the operating system:
<code>{ port: 12346, family: 'IPv4', address: '127.0.0.1' }</code></p>",0,Others,
723,socket,,connect,socket.connect,"<p>Initiate a connection on a given socket.</p>
<p>Possible signatures:</p>
<ul>
<li><a href=""net.html#socketconnectoptions-connectlistener""><code>socket.connect(options[, connectListener])</code></a></li>
<li><a href=""net.html#socketconnectpath-connectlistener""><code>socket.connect(path[, connectListener])</code></a>
for <a href=""net.html#ipc-support"">IPC</a> connections.</li>
<li><a href=""net.html#socketconnectport-host-connectlistener""><code>socket.connect(port[, host][, connectListener])</code></a>
for TCP connections.</li>
<li>Returns: <a href=""net.html#class-netsocket"" class=""type"">&lt;net.Socket&gt;</a> The socket itself.</li>
</ul>
<p>This function is asynchronous. When the connection is established, the
<a href=""net.html#event-connect""><code>'connect'</code></a> event will be emitted. If there is a problem connecting,
instead of a <a href=""net.html#event-connect""><code>'connect'</code></a> event, an <a href=""net.html#event-error_1""><code>'error'</code></a> event will be emitted with
the error passed to the <a href=""net.html#event-error_1""><code>'error'</code></a> listener.
The last parameter <code>connectListener</code>, if supplied, will be added as a listener
for the <a href=""net.html#event-connect""><code>'connect'</code></a> event <strong>once</strong>.</p>
<p>This function should only be used for reconnecting a socket after
<code>'close'</code> has been emitted or otherwise it may lead to undefined
behavior.</p>",0,27,
724,socket,,destroy,socket.destroy,"<p>Ensures that no more I/O activity happens on this socket.
Destroys the stream and closes the connection.</p>
<p>See <a href=""stream.html#writabledestroyerror""><code>writable.destroy()</code></a> for further details.</p>",1,Others,
725,socket,,destroySoon,socket.destroySoon,"<p>Destroys the socket after all data is written. If the <code>'finish'</code> event was
already emitted the socket is destroyed immediately. If the socket is still
writable it implicitly calls <code>socket.end()</code>.</p>",0,Others,
726,socket,,end,socket.end,"<p>Half-closes the socket. i.e., it sends a FIN packet. It is possible the
server will still send some data.</p>
<p>See <a href=""stream.html#writableendchunk-encoding-callback""><code>writable.end()</code></a> for further details.</p>",3,Others,
727,socket,,pause,socket.pause,"<p>Pauses the reading of data. That is, <a href=""net.html#event-data""><code>'data'</code></a> events will not be emitted.
Useful to throttle back an upload.</p>",0,Others,
728,socket,,ref,socket.ref,"<p>Opposite of <code>unref()</code>, calling <code>ref()</code> on a previously <code>unref</code>ed socket will
<em>not</em> let the program exit if it's the only socket left (the default behavior).
If the socket is <code>ref</code>ed calling <code>ref</code> again will have no effect.</p>",0,Others,
729,socket,,resetAndDestroy,socket.resetAndDestroy,"<p>Close the TCP connection by sending an RST packet and destroy the stream.
If this TCP socket is in connecting status, it will send an RST packet and destroy this TCP socket once it is connected.
Otherwise, it will call <code>socket.destroy</code> with an <code>ERR_SOCKET_CLOSED</code> Error.
If this is not a TCP socket (for example, a pipe), calling this method will immediately throw an <code>ERR_INVALID_HANDLE_TYPE</code> Error.</p>",0,Others,
730,socket,,resume,socket.resume,"<p>Resumes reading after a call to <a href=""net.html#socketpause""><code>socket.pause()</code></a>.</p>",0,Others,
731,socket,,setEncoding,socket.setEncoding,"<p>Set the encoding for the socket as a <a href=""stream.html#class-streamreadable"">Readable Stream</a>. See
<a href=""stream.html#readablesetencodingencoding""><code>readable.setEncoding()</code></a> for more information.</p>",1,Others,
732,socket,,setKeepAlive,socket.setKeepAlive,"<p>Enable/disable keep-alive functionality, and optionally set the initial
delay before the first keepalive probe is sent on an idle socket.</p>
<p>Set <code>initialDelay</code> (in milliseconds) to set the delay between the last
data packet received and the first keepalive probe. Setting <code>0</code> for
<code>initialDelay</code> will leave the value unchanged from the default
(or previous) setting.</p>
<p>Enabling the keep-alive functionality will set the following socket options:</p>
<ul>
<li><code>SO_KEEPALIVE=1</code></li>
<li><code>TCP_KEEPIDLE=initialDelay</code></li>
<li><code>TCP_KEEPCNT=10</code></li>
<li><code>TCP_KEEPINTVL=1</code></li>
</ul>",2,Others,
733,socket,,setNoDelay,socket.setNoDelay,"<p>Enable/disable the use of Nagle's algorithm.</p>
<p>When a TCP connection is created, it will have Nagle's algorithm enabled.</p>
<p>Nagle's algorithm delays data before it is sent via the network. It attempts
to optimize throughput at the expense of latency.</p>
<p>Passing <code>true</code> for <code>noDelay</code> or not passing an argument will disable Nagle's
algorithm for the socket. Passing <code>false</code> for <code>noDelay</code> will enable Nagle's
algorithm.</p>",1,Others,
734,socket,,setTimeout,socket.setTimeout,"<p>Sets the socket to timeout after <code>timeout</code> milliseconds of inactivity on
the socket. By default <code>net.Socket</code> do not have a timeout.</p>
<p>When an idle timeout is triggered the socket will receive a <a href=""net.html#event-timeout""><code>'timeout'</code></a>
event but the connection will not be severed. The user must manually call
<a href=""net.html#socketenddata-encoding-callback""><code>socket.end()</code></a> or <a href=""net.html#socketdestroyerror""><code>socket.destroy()</code></a> to end the connection.</p>
<pre><code class=""language-js"">socket.setTimeout(3000);
socket.on('timeout', () => {
  console.log('socket timeout');
  socket.end();
});
</code></pre>
<p>If <code>timeout</code> is 0, then the existing idle timeout is disabled.</p>
<p>The optional <code>callback</code> parameter will be added as a one-time listener for the
<a href=""net.html#event-timeout""><code>'timeout'</code></a> event.</p>",2,Others,
735,socket,,unref,socket.unref,"<p>Calling <code>unref()</code> on a socket will allow the program to exit if this is the only
active socket in the event system. If the socket is already <code>unref</code>ed calling
<code>unref()</code> again will have no effect.</p>",0,Others,
736,socket,,write,socket.write,"<p>Sends data on the socket. The second parameter specifies the encoding in the
case of a string. It defaults to UTF8 encoding.</p>
<p>Returns <code>true</code> if the entire data was flushed successfully to the kernel
buffer. Returns <code>false</code> if all or part of the data was queued in user memory.
<a href=""net.html#event-drain""><code>'drain'</code></a> will be emitted when the buffer is again free.</p>
<p>The optional <code>callback</code> parameter will be executed when the data is finally
written out, which may not be immediately.</p>
<p>See <code>Writable</code> stream <a href=""stream.html#writablewritechunk-encoding-callback""><code>write()</code></a> method for more
information.</p>",3,23,
